Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCB06,OUT046,7.483043545363759
FDR09,OUT019,7.171272957433272
FDC53,OUT017,6.817260669199926
FDY45,OUT013,7.97778091593953
FDA22,OUT010,6.172831863059017
FDE02,OUT035,6.78482429748596
FDW21,OUT045,7.0535776277521105
FDV34,OUT046,6.904833303172878
FDS59,OUT049,7.547317313689907
NCW17,OUT017,7.042698588080155
NCK54,OUT046,7.22132473111854
FDG17,OUT019,7.1772600155765165
FDG35,OUT017,7.3535948617984035
FDD08,OUT010,5.203906414906235
NCO07,OUT017,7.7804508676689625
FDJ10,OUT010,5.8783552278014755
FDW36,OUT017,6.795128415836058
FDW21,OUT010,5.7594897506881
FDY19,OUT017,6.906647889642461
DRE03,OUT013,6.298860010675567
NCC55,OUT049,6.929353650319164
FDH52,OUT010,5.4213186986181565
FDO09,OUT017,8.051519743205644
FDU43,OUT045,8.079754859317967
FDX09,OUT010,6.2692386986391755
FDH40,OUT019,5.724933011559775
FDW58,OUT017,6.842237787597186
FDC47,OUT017,7.716353529898369
NCR41,OUT035,6.9160538194247945
DRG49,OUT035,8.112482007718686
FDC52,OUT027,8.25922398203614
FDY13,OUT046,6.849914344478428
FDY35,OUT013,6.321151398783639
FDI35,OUT017,7.457904176852237
NCU18,OUT049,7.78500292653863
FDY33,OUT018,8.031279259564574
FDC15,OUT027,8.023039842377408
FDU01,OUT049,8.139979845465467
NCU42,OUT046,7.682173292587547
NCV29,OUT018,8.296358148442467
NCY30,OUT017,7.482797267677707
FDQ46,OUT049,7.4814989776811665
FDG58,OUT027,8.157269097848511
FDK33,OUT017,7.7513655740071785
NCD07,OUT045,7.075893157399723
NCX29,OUT027,8.061196105911892
NCT42,OUT013,7.2031720986226295
DRN59,OUT035,6.437977370191443
FDI44,OUT035,6.656466292652097
FDA45,OUT049,7.90745387492224
FDP31,OUT045,6.474496499608328
FDY01,OUT046,7.008393553559331
FDT09,OUT018,7.94236996777725
DRH03,OUT027,7.666742414580857
FDA36,OUT018,8.400481307454065
NCF31,OUT017,7.236513919268285
FDG14,OUT049,7.908056601050573
FDG28,OUT027,8.974107203448952
FDU14,OUT049,8.69585822324575
FDY47,OUT019,6.187142766919152
FDI56,OUT049,7.315560988491168
DRD01,OUT013,6.377758701901831
FDM22,OUT046,6.656940610822729
FDH33,OUT013,6.138914168780664
DRZ24,OUT013,6.849670046817548
NCQ38,OUT046,7.131799464596535
FDO16,OUT027,7.653313003000905
FDU07,OUT027,8.129526840677038
NCB07,OUT013,7.463581555540306
FDU48,OUT045,7.1633210358927215
NCM43,OUT045,7.522982759372914
FDR31,OUT010,6.090354980020333
DRK49,OUT018,7.118729035939417
NCI30,OUT010,6.840584482576162
DRD60,OUT017,7.452367672003267
NCG19,OUT046,8.000008265977142
FDH12,OUT035,6.9163681702616895
FDM32,OUT035,6.865286349287786
FDM27,OUT035,7.252548532538988
NCU53,OUT027,8.273263111059402
NCQ18,OUT046,6.901818060903135
FDS10,OUT013,7.384549738114501
FDB33,OUT027,8.264726816216841
FDI12,OUT013,6.571307063919069
NCW42,OUT013,7.719313902352981
NCC06,OUT018,7.858078220287885
FDW02,OUT017,7.056037657286641
NCD43,OUT017,6.882735692075019
FDM57,OUT018,7.444704799311712
FDA58,OUT017,7.838116820220139
FDK56,OUT046,7.629911084473265
FDP52,OUT045,8.001915292728512
FDW20,OUT018,7.8021809151245325
FDS52,OUT049,7.52424212871648
NCT29,OUT018,7.751006846721333
NCL54,OUT013,7.32929599313047
FDC05,OUT045,7.697538713509484
FDF34,OUT035,7.817172988423839
FDP03,OUT027,7.95049144506257
FDD32,OUT010,5.563841966823081
FDZ10,OUT045,7.115488498906518
FDZ40,OUT035,6.562943215715365
FDD51,OUT018,7.024196380631944
NCY30,OUT019,6.6525786074698745
FDP58,OUT017,7.62774871316998
FDV49,OUT017,8.179000761914818
FDY24,OUT019,5.326408007410656
NCO55,OUT017,6.781425531648565
FDR13,OUT017,6.975307247300785
FDS51,OUT017,6.476961911206162
FDP26,OUT045,6.8481843455651825
NCB54,OUT027,7.992930420685161
FDF32,OUT017,7.535993700931517
FDN31,OUT018,8.30281847331819
DRM48,OUT017,6.134191041685473
FDN20,OUT049,8.02888287445487
DRL01,OUT046,8.12087543135144
FDV56,OUT049,7.573256599424655
DRH13,OUT027,7.838470237490905
FDA03,OUT017,7.162025136565747
FDF47,OUT027,8.695972859348014
FDX32,OUT046,7.362897176944866
FDX57,OUT049,7.431019008908205
NCA30,OUT045,7.5551516989176815
FDO49,OUT013,6.363549259159413
FDL04,OUT019,5.793736204442575
DRM48,OUT035,6.294322067868391
FDR16,OUT013,7.6289530748225935
NCC19,OUT018,8.32846786658666
NCE42,OUT045,8.098686547391122
FDY24,OUT017,6.321572513926077
FDH19,OUT049,8.072781245649207
FDJ46,OUT013,7.350116158704873
FDN45,OUT010,6.514567943535733
FDY08,OUT035,7.109080787352003
FDZ37,OUT035,6.894417359741488
NCT30,OUT045,6.470935146196665
DRY23,OUT018,7.060542347833277
NCZ30,OUT018,7.843876730087327
FDC44,OUT018,7.509365755155655
FDB45,OUT035,6.970696425755945
FDY04,OUT013,7.273377731032379
FDM27,OUT046,7.527154871790938
FDZ43,OUT017,7.965929441766803
FDT39,OUT019,6.46823622651095
NCC06,OUT019,6.210240236321779
FDL15,OUT027,8.185888124790072
FDL57,OUT017,8.073696488594925
FDU08,OUT046,7.061524541681673
FDK40,OUT017,8.193488242297768
FDQ12,OUT010,6.778384440397221
FDS48,OUT017,7.216976577569082
FDP09,OUT045,7.859759202579854
FDW21,OUT049,7.554142680756806
FDY25,OUT035,7.617322002674986
DRE13,OUT017,6.703234053424088
FDV43,OUT019,5.365972577263143
FDD22,OUT045,6.960318197471395
FDM46,OUT019,5.566422178065123
NCO30,OUT010,6.4536464121222865
FDM25,OUT046,7.662464828558844
NCN41,OUT049,7.629279126820871
FDU24,OUT045,6.783383439075369
FDZ50,OUT046,7.711346641192172
FDP45,OUT013,8.033267094357866
NCM54,OUT045,7.140818164975991
FDW10,OUT019,6.486414307281103
FDP20,OUT017,6.9818237835811985
FDK32,OUT046,7.472939185195367
FDN52,OUT049,7.257378844778295
FDM58,OUT045,7.010512792606743
FDZ46,OUT027,7.797630299399351
NCA18,OUT018,7.749316332242122
FDD35,OUT046,7.251539346301501
NCK31,OUT035,6.553056096014621
FDI40,OUT027,7.655270447529738
FDT50,OUT019,5.7701329411708775
NCT06,OUT046,7.586386596929425
FDT31,OUT035,7.6800653948500175
FDT45,OUT049,7.031348653159534
FDT13,OUT045,7.6897329641043966
FDO50,OUT045,6.79647585293603
NCU18,OUT010,6.001749766130696
NCR54,OUT049,8.17523678716778
NCO18,OUT018,8.294244848184078
FDU09,OUT045,6.584616105045338
FDT13,OUT018,8.358511178013632
FDE09,OUT046,7.1876428864877795
NCK53,OUT019,5.969276471738027
FDG45,OUT049,8.376296966898774
DRH15,OUT035,6.383237552537425
FDO21,OUT019,7.078708593792902
FDD14,OUT027,8.256978764898616
FDC09,OUT046,7.107278140271113
FDH45,OUT027,7.2088348688665
FDV32,OUT046,6.698760903373752
FDG12,OUT035,7.189050588074357
FDS32,OUT013,7.100888491589554
NCL55,OUT018,8.844759883722542
DRE01,OUT035,7.946281423384586
DRE15,OUT049,7.295261309755848
NCL42,OUT045,8.157702586736852
FDP31,OUT013,6.259850394870993
FDN33,OUT018,7.479952571750222
FDZ59,OUT046,7.537139504446133
FDE45,OUT010,6.346570100867657
FDJ07,OUT013,6.95051134468807
FDQ45,OUT018,8.392989472216215
FDM33,OUT027,8.671221681247449
FDO15,OUT010,5.585936545560714
FDM46,OUT013,6.518714127368369
FDR03,OUT045,7.885748601077929
FDY49,OUT018,8.213241189460181
FDQ60,OUT045,7.043372346852488
FDW10,OUT049,8.024106156187282
FDO51,OUT049,7.042314225963771
FDJ40,OUT018,7.690404691070508
FDS20,OUT018,8.282678537106081
FDU45,OUT013,6.870175858464746
FDV02,OUT035,7.464604317168815
FDN09,OUT046,8.232575738975724
NCM55,OUT027,8.446641957369833
FDN23,OUT018,7.972942771179968
FDY31,OUT010,6.083618871013204
FDW03,OUT010,5.840282937342716
FDD14,OUT046,7.5179834037388344
FDV23,OUT017,6.902569838701068
DRI03,OUT045,7.61811288866686
FDN13,OUT035,6.738892789593999
FDF45,OUT027,7.484669686383584
FDU46,OUT035,6.9086341122709225
FDB57,OUT049,8.508757590003999
FDV12,OUT049,7.429157097976687
FDQ58,OUT013,7.221692007084884
NCA18,OUT017,6.915400901374625
FDH52,OUT049,7.136165565841417
FDM24,OUT018,8.014213643150386
NCP43,OUT027,8.454362727088348
NCO18,OUT019,6.6299513334144144
FDM32,OUT017,6.711780367554383
NCL07,OUT017,6.291386927097931
FDK03,OUT013,7.992340299139714
FDP59,OUT017,6.776509858005837
FDQ24,OUT049,8.660221066048624
FDQ16,OUT018,7.659651975894852
FDU44,OUT013,7.247358607622653
FDH28,OUT010,5.026962942538596
FDV28,OUT019,5.119439066621746
FDM22,OUT045,6.579784463171433
FDR56,OUT046,7.772670166803832
FDV39,OUT049,8.316354900133506
FDU37,OUT019,5.635969854079856
FDQ11,OUT010,7.048927965623944
FDX02,OUT045,7.93145367345523
NCS42,OUT018,7.530425424562329
FDY57,OUT027,7.614486623040113
FDB21,OUT049,8.492518187709905
FDE28,OUT017,7.763096986564706
FDQ55,OUT017,6.958607634722447
FDA48,OUT049,8.365561045609416
FDZ19,OUT045,7.50114652668214
NCC43,OUT045,8.163283519389152
NCV18,OUT046,6.833328384883824
NCA42,OUT018,8.149694486103813
FDY45,OUT046,8.351065073587385
NCC30,OUT045,7.617421065375407
FDM57,OUT013,6.598514430433949
FDL09,OUT010,6.036447101093613
FDB09,OUT027,7.929970190975281
FDT44,OUT035,6.981778584380142
NCT06,OUT027,8.301388653848063
FDX26,OUT049,8.060963005996811
FDK32,OUT013,7.184387885321202
DRA12,OUT046,7.40534037755369
FDO46,OUT010,6.529706893637226
FDE52,OUT013,6.679961024358976
NCH42,OUT045,8.064350195034244
FDV08,OUT035,6.4852742828239665
FDB47,OUT018,8.494362535884067
FDC28,OUT010,5.760520580350865
FDD22,OUT046,7.081301246922438
FDS07,OUT027,7.787738806332816
DRI13,OUT045,7.934908819541652
FDG32,OUT018,8.401539110523776
FDU14,OUT017,8.022651769077832
FDD28,OUT019,5.560960984646694
NCP41,OUT017,6.899690143918827
FDS08,OUT049,8.079061312889115
FDX47,OUT045,7.4759454208022325
FDC53,OUT019,6.0232658502858625
FDQ19,OUT035,8.190742179249648
FDL14,OUT045,7.452767361873386
FDM33,OUT019,6.823223766762431
FDA51,OUT045,6.909064228228616
FDZ27,OUT018,7.229269676294066
FDT04,OUT046,6.441422040054183
DRC13,OUT049,7.718295809666824
FDR16,OUT027,8.635409797873859
FDQ03,OUT027,8.855206921827268
FDE38,OUT035,7.509394878508257
DRH23,OUT027,7.198747940556961
FDT11,OUT019,6.723545447145593
FDD09,OUT035,7.619727280644254
FDR40,OUT045,6.793395563497651
FDX07,OUT017,7.508860034409687
FDR07,OUT035,6.821611363029958
FDA51,OUT017,6.758195608518639
FDT59,OUT019,7.083779791998191
FDF20,OUT017,7.582923168761009
FDR13,OUT045,7.118787948326306
FDY26,OUT049,8.388660884171262
FDW04,OUT017,7.044810479483145
FDK52,OUT017,7.760194329612885
FDN60,OUT049,7.840448907887123
FDM09,OUT019,6.437971124087147
FDP46,OUT049,7.296549387905985
FDB50,OUT019,5.468706071913733
NCQ29,OUT049,8.699347852031847
FDP16,OUT027,8.959378767096815
FDX33,OUT018,8.040864569428177
FDP07,OUT010,6.470917380632469
FDN22,OUT046,8.16489974860098
FDF39,OUT049,8.783913957641133
FDS21,OUT017,6.489966410584588
NCM42,OUT013,6.855003883596026
FDK50,OUT019,6.496332335022602
DRF13,OUT027,8.155876403867317
FDH35,OUT018,8.090886146482958
FDP60,OUT018,7.561579751535055
DRJ49,OUT027,8.03973183376163
NCT42,OUT019,6.395397142246598
FDE38,OUT049,8.033104848988811
FDI04,OUT049,8.252903880665853
NCH54,OUT045,7.3864999871549415
FDT56,OUT049,7.019474080781674
DRD15,OUT018,8.68826223340776
FDV58,OUT013,7.455839794381524
FDP21,OUT049,8.249853386101705
FDH05,OUT013,7.791326945201851
FDR10,OUT027,8.307116765194792
NCP06,OUT045,7.341586955907782
FDF33,OUT049,7.555115124082196
DRK37,OUT013,7.463568440549823
DRH49,OUT045,6.749100690566677
FDT58,OUT013,7.2467814195813505
FDD41,OUT018,7.62020733750381
FDP40,OUT018,7.7569274570543385
FDM51,OUT027,7.813358833200031
FDO45,OUT010,5.614319658254379
FDW33,OUT010,5.613703866786334
FDY24,OUT045,6.575330027424112
FDB10,OUT010,6.780921875114192
FDM40,OUT035,7.108747093278577
NCI06,OUT017,7.4637248866983
FDW12,OUT019,6.339506526592797
FDX48,OUT027,8.236165651496346
NCW05,OUT027,7.663526743735306
FDX27,OUT017,6.632014656785451
DRM37,OUT045,7.6660813296589145
FDA38,OUT045,8.164285120012543
FDR36,OUT046,6.472751024830458
FDZ45,OUT046,7.823529383486796
FDG05,OUT017,7.231117131543215
FDK28,OUT013,8.044302806548123
FDV47,OUT045,6.785523833596505
FDN21,OUT045,7.370693292786623
FDP20,OUT027,7.967288865469541
FDI35,OUT045,7.6164225385520234
DRY23,OUT013,6.206278374862393
FDA56,OUT017,7.030345320669843
FDB09,OUT013,6.89508416061501
NCO26,OUT027,7.854557176816784
FDQ49,OUT018,8.080164348138505
FDI52,OUT027,7.839765487968668
FDZ44,OUT027,7.896728538771866
FDZ09,OUT018,8.02958855457576
FDY03,OUT049,7.524385965799578
NCG42,OUT017,7.022990930659515
DRI13,OUT027,8.761246639439246
FDQ32,OUT013,6.9543547739864895
FDW16,OUT035,6.867297934830177
FDU27,OUT046,6.4180887984092205
FDR28,OUT010,6.276160523909635
FDQ49,OUT010,6.181989248367269
FDS37,OUT046,7.208135349289225
FDW26,OUT018,8.539235016050135
FDX12,OUT018,8.809515506254911
NCP06,OUT013,7.1513696045697905
FDW45,OUT010,6.056262997336149
NCN30,OUT049,7.448583898609376
FDN24,OUT049,6.951378339372438
NCL41,OUT027,7.203442291981677
FDR02,OUT019,6.063844201499533
FDD09,OUT010,6.410430076618908
FDS33,OUT010,5.634509263788524
FDU22,OUT045,7.027162813883789
FDI53,OUT013,7.155886339245535
DRH01,OUT049,7.984978586064871
FDX32,OUT013,7.028668092101958
NCP30,OUT018,7.105398512044681
FDB60,OUT045,7.766301994531702
FDB14,OUT049,7.310472079994836
NCP02,OUT035,6.610549264018481
FDJ10,OUT017,7.039951573432254
FDG34,OUT046,7.128347222221154
NCB18,OUT017,6.671580707801463
FDM16,OUT049,7.295653869770134
FDW25,OUT018,7.503322795490938
FDB35,OUT010,5.591819524123339
DRN11,OUT013,6.932707841375082
FDF41,OUT019,6.93348152877253
FDH16,OUT045,6.831357649409657
NCQ50,OUT018,8.54563786951483
DRH23,OUT018,7.048223774664574
DRJ37,OUT013,7.14761255098504
DRJ24,OUT027,8.34681167771168
FDY16,OUT035,7.557156093316111
FDQ27,OUT045,7.032667176229186
FDZ33,OUT045,7.254583859996247
FDF29,OUT045,7.2516576192438755
FDA08,OUT049,7.998108106912992
FDG31,OUT046,6.720065145081098
FDE34,OUT019,6.639638630787309
NCR30,OUT027,7.500815839505147
FDV33,OUT035,8.306298297277955
DRZ24,OUT018,7.755226365034952
NCL54,OUT035,7.495504639804887
FDR12,OUT049,8.102964753600673
NCC54,OUT046,8.137655149197355
DRN59,OUT013,6.243593284251842
FDX50,OUT019,5.933720544768997
FDV31,OUT027,8.30290482042102
NCA29,OUT027,8.38928544675997
FDW60,OUT049,8.181828626224647
FDX08,OUT017,7.493661203078079
DRD49,OUT013,7.695059426633841
FDD33,OUT046,8.0348412257477
FDW35,OUT013,6.308955041331108
FDJ36,OUT017,6.6959329109210035
FDV51,OUT035,7.483631340034081
FDW36,OUT046,7.077911935722243
FDH35,OUT046,7.54060398867437
NCS30,OUT027,7.943828080059763
FDN49,OUT017,6.153554211623701
FDL08,OUT018,8.812723932703594
FDI09,OUT013,7.774340444679707
FDP19,OUT018,7.6559346350444635
FDU21,OUT010,5.078748370069375
NCP41,OUT045,7.042271589215072
FDY10,OUT013,6.816163474586669
FDP12,OUT018,7.105861550182443
NCN26,OUT049,7.62898224900627
FDK44,OUT013,7.223800325387639
FDC28,OUT049,7.526286554455071
FDJ41,OUT027,9.13239543996982
NCT29,OUT035,7.107549895089801
NCH42,OUT019,7.030853574959313
FDU60,OUT018,8.137322403846483
FDS02,OUT045,7.5945671930191585
FDC51,OUT046,7.3165516896473815
FDU03,OUT013,7.359263725427402
FDX39,OUT045,7.879812929516982
NCY05,OUT010,5.142851635030553
NCL06,OUT027,9.047675327313017
FDD32,OUT035,6.739139990107946
NCN41,OUT045,7.112880092883966
NCX53,OUT049,7.82937801477008
FDU57,OUT019,6.253809524359978
FDQ23,OUT046,7.121800142043615
FDQ52,OUT045,8.047328651808092
FDC14,OUT045,6.463163308939987
FDY09,OUT035,7.58434299122714
FDQ28,OUT045,7.403999097262822
FDV25,OUT046,8.066041548920559
FDJ07,OUT035,7.124270303288174
DRB25,OUT049,7.465587604226515
FDK52,OUT019,6.879029193201529
FDY52,OUT027,7.491236778873688
FDB28,OUT046,7.799758209177132
FDT36,OUT035,6.294651748739652
FDV25,OUT017,7.812460869939801
NCN07,OUT027,8.027307552646487
FDC57,OUT017,7.539752023504647
FDQ03,OUT018,8.708045415603086
FDU23,OUT017,7.369061087816505
NCX41,OUT035,7.895735824366103
NCD06,OUT035,6.414939744387511
FDW08,OUT045,6.8373309469852295
NCU29,OUT017,7.211485953551479
NCE06,OUT013,7.209460518527911
FDV52,OUT010,5.641302136563925
FDB02,OUT017,7.4742124856676355
NCR18,OUT045,6.500145784532964
FDK16,OUT049,7.384153780337559
NCQ29,OUT010,6.871805199953441
FDZ01,OUT019,6.07617184732938
FDW27,OUT035,7.2937398896719765
FDD17,OUT018,8.781749733556822
FDW39,OUT013,7.431602464361746
DRH59,OUT045,6.692004194009057
FDS52,OUT013,6.818346479887471
FDU40,OUT027,8.545254289522116
NCF54,OUT013,7.338941745360518
FDH46,OUT045,7.012059924068533
NCP14,OUT049,7.412458962290586
FDH50,OUT049,8.147297730363634
DRF15,OUT010,6.136128219761501
FDV27,OUT027,7.6742869089781545
NCJ06,OUT049,7.622708050874248
FDN02,OUT018,8.41949090452666
FDQ51,OUT049,7.05875042553671
FDQ07,OUT017,7.752636735860808
FDS45,OUT049,7.570552177718343
NCJ06,OUT045,7.115469561418089
FDD36,OUT035,7.099946667167556
FDY25,OUT045,7.638811487731511
FDU52,OUT046,7.484231968879218
DRK47,OUT017,7.819131106208613
NCL30,OUT017,7.0027250915941845
FDN22,OUT035,8.057584336679454
NCF30,OUT027,7.855266291080852
FDK03,OUT035,8.20928816385854
FDT45,OUT017,6.373805764118692
NCC54,OUT027,8.84032217137124
FDP08,OUT018,8.293047282767478
FDU44,OUT046,7.574154175773866
DRG39,OUT035,6.530319741546523
FDU32,OUT049,7.6733554047667525
FDY27,OUT049,8.092718421461434
NCP54,OUT013,6.945585064205583
NCZ41,OUT049,7.6312937651765065
DRL49,OUT013,7.076542682114337
FDI05,OUT018,7.323596598933138
FDY56,OUT045,7.975732743303871
DRC13,OUT013,7.003347855354602
NCV29,OUT017,7.488302267814024
FDR24,OUT049,7.342404429782123
FDZ34,OUT018,8.334906107029841
FDP37,OUT035,6.988326963501518
